,no_protease,c_0.000M,c_0.421M,c_0.842M,c_1.263M,c_1.684M,c_2.105M,c_2.526M,c_2.947M,c_3.368M,c_3.789M,c_4.211M,c_4.632M,c_5.053M,c_5.474M,c_5.895M,c_6.316M,c_6.737M,c_7.158M,c_7.579M,c_8.000M
prot_004884,65,44,79,76,96,63,126,136,152,169,176,241,265,287,385,497,457,371,299,234,111
prot_004885,103,94,136,143,153,118,186,206,223,242,295,432,350,477,588,763,737,604,466,323,126
prot_004886,37,3,5,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
prot_004887,47,33,57,59,77,48,98,71,91,87,78,51,14,9,1,0,0,0,0,5,3
prot_004888,138,119,172,168,151,42,35,11,6,0,1,3,2,4,0,4,0,6,1,5,40
prot_004889,111,79,151,128,158,119,223,244,257,315,336,380,462,486,617,547,304,115,39,45,8
prot_004890,71,38,48,28,19,2,3,0,0,0,1,0,0,0,2,0,0,0,9,0,7
prot_004891,84,60,95,62,58,22,16,7,0,3,1,4,2,0,0,0,6,0,0,0,0
prot_004892,70,58,91,93,114,76,141,128,128,112,112,98,70,34,55,23,12,31,16,20,10
prot_004893,115,84,118,76,45,10,5,0,1,6,4,0,0,0,0,5,0,0,7,19,3
prot_004894,59,40,89,75,89,59,122,117,120,175,182,255,231,304,366,495,460,416,478,486,313
prot_004895,59,47,65,84,99,64,127,109,112,114,96,93,61,41,34,29,28,17,0,4,0
prot_004896,124,59,92,56,32,7,5,0,1,0,0,0,0,3,5,0,0,4,0,13,19
prot_004897,53,46,72,65,76,43,76,82,31,21,13,3,0,0,1,0,0,0,0,2,0
prot_004898,59,49,70,53,90,57,102,125,129,181,176,224,209,271,350,483,374,345,292,198,93
prot_004899,83,59,101,93,125,78,176,159,188,189,175,97,27,16,5,12,0,0,0,0,0
prot_004900,141,121,168,170,204,130,229,139,78,33,26,25,8,0,0,0,0,9,0,29,0
prot_004901,51,44,55,45,31,12,5,3,0,4,0,0,1,0,0,0,6,0,0,20,1
prot_004902,69,38,19,8,11,0,3,0,0,1,0,0,0,2,3,3,0,0,2,0,9
prot_004903,94,76,142,127,149,115,185,171,193,226,232,236,147,78,21,11,3,2,0,41,17
prot_004904,107,98,143,166,127,134,207,226,207,280,264,224,110,54,20,4,0,2,1,12,0
prot_004905,72,62,105,86,133,84,154,148,135,164,148,135,68,57,21,11,15,0,0,0,0
prot_004906,62,55,80,77,85,68,130,153,115,151,205,242,212,272,385,519,504,412,313,255,134
prot_004907,61,8,14,6,5,2,1,0,0,0,0,0,0,0,0,1,1,1,0,10,14
prot_004908,42,34,40,54,66,46,88,95,80,102,94,127,70,31,25,15,10,0,0,0,2
prot_004909,88,62,79,53,37,8,11,2,2,1,0,0,2,0,0,0,10,0,0,0,14
prot_004910,143,30,22,7,2,4,2,0,0,1,0,0,1,1,3,0,0,6,6,19,11
prot_004911,54,33,57,69,81,58,90,51,27,9,8,3,0,0,2,0,5,1,3,7,5
prot_004912,56,41,65,56,72,57,88,62,64,40,41,26,5,7,11,2,0,0,5,0,10
prot_004913,63,49,85,87,112,70,124,151,118,168,179,223,242,314,456,538,612,729,828,1227,1066
prot_004914,64,55,92,70,61,31,29,22,7,3,1,0,0,1,0,0,6,0,6,0,0
prot_004915,148,114,217,192,238,149,291,312,309,364,393,621,530,565,526,413,248,104,55,73,14
prot_004916,59,53,84,68,79,62,111,114,105,142,179,231,187,225,178,168,103,43,15,9,13
prot_004917,48,37,71,59,61,54,94,83,105,111,130,118,100,65,35,19,9,1,9,18,0
prot_004918,99,94,126,128,163,91,178,199,176,259,299,387,364,458,668,905,997,819,1081,1062,563
prot_004919,68,59,80,91,96,62,102,85,50,38,18,16,10,4,1,6,0,0,5,1,0
prot_004920,100,88,113,123,171,106,114,49,43,13,8,6,9,0,0,7,0,12,0,9,0
prot_004921,71,20,28,13,5,2,1,0,2,1,0,4,0,0,0,1,0,0,2,0,0
prot_004922,91,59,77,53,51,18,16,14,0,2,2,4,0,1,3,0,2,0,3,14,0
prot_004923,34,22,46,36,51,33,62,79,80,79,90,122,122,151,163,208,101,66,24,32,9
prot_004924,97,78,116,129,145,86,151,84,39,26,11,1,2,0,0,0,0,0,0,5,0
prot_004925,67,58,96,62,44,20,5,4,2,0,1,4,0,0,2,2,2,0,0,0,0
prot_004926,63,47,63,22,29,6,2,1,2,0,0,0,0,1,3,0,0,0,2,11,28
prot_004927,58,55,79,60,86,48,127,95,105,90,95,71,45,42,9,8,9,11,4,6,0
prot_004928,92,72,129,124,144,103,174,207,158,167,111,60,18,1,3,0,3,4,3,0,0
prot_004929,96,69,101,70,48,14,11,4,3,0,3,1,3,0,0,3,0,0,12,0,0
prot_004930,60,34,99,65,86,61,122,109,112,174,161,238,223,247,306,289,282,168,96,77,31
prot_004931,56,34,69,88,88,59,107,107,87,109,70,57,15,6,18,3,0,0,0,1,6
prot_004932,84,68,126,115,140,83,149,174,174,175,197,177,108,35,20,9,0,1,0,0,0
prot_004933,160,130,121,57,14,6,5,1,0,1,0,0,1,0,0,0,2,3,0,0,61
prot_004934,118,93,161,147,165,127,247,244,214,231,153,119,53,28,12,0,13,0,0,0,0
prot_004935,102,43,27,8,4,0,0,0,0,1,0,0,0,0,0,7,0,0,0,2,8
prot_004936,66,49,87,75,86,59,73,38,37,17,5,8,6,0,1,0,4,0,0,2,0
prot_004937,71,58,97,69,114,86,140,137,140,170,226,214,141,115,89,31,20,6,0,1,5
prot_004938,30,28,43,44,45,23,62,76,62,75,68,72,31,19,13,10,0,1,4,0,0
prot_004939,73,41,31,8,8,5,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0
prot_004940,117,78,158,148,181,128,252,228,221,248,305,279,120,41,14,0,7,0,3,0,0
prot_004941,86,9,6,1,2,0,0,0,1,0,0,0,4,1,0,0,1,1,1,0,0
prot_004942,63,42,96,94,93,75,113,116,128,154,151,170,98,81,50,32,3,15,7,7,8
prot_004943,77,74,104,107,132,82,157,143,167,186,244,279,311,365,535,680,756,851,1203,1743,1591
prot_004944,70,61,104,82,109,75,77,39,13,6,0,0,3,0,0,8,0,0,0,0,1
prot_004945,45,34,61,69,71,55,75,85,85,130,141,160,120,91,44,21,11,3,8,1,0
prot_004946,52,55,66,46,81,75,83,80,78,74,39,25,7,4,6,0,0,0,0,1,8
prot_004947,151,118,207,167,259,152,305,311,308,369,470,517,546,578,587,509,322,146,69,105,17
prot_004948,47,37,74,67,67,49,79,103,91,113,84,76,35,8,9,6,1,0,0,0,3
prot_004949,58,50,73,68,90,58,110,110,98,143,195,234,163,222,176,141,99,55,30,21,11
prot_004950,81,52,57,23,11,6,5,0,0,0,1,0,3,0,0,0,4,0,8,0,7
prot_004951,69,59,90,83,96,78,151,146,137,189,193,238,245,311,374,478,307,227,157,121,72
prot_004952,71,46,79,42,26,8,0,4,2,0,0,0,0,0,0,0,0,9,1,3,0
prot_004953,135,114,184,162,210,142,250,258,264,361,398,535,511,648,868,1294,1365,1350,1697,2352,1339
prot_004954,35,23,34,27,22,11,15,10,7,2,1,4,3,3,2,0,4,0,0,3,0
prot_004955,112,78,95,57,16,12,4,8,1,0,0,0,0,0,8,0,0,7,11,0,10
prot_004956,68,66,88,74,97,61,141,126,134,177,203,252,246,308,440,551,632,506,482,437,243
prot_004957,59,36,50,39,25,6,1,6,0,0,0,0,0,0,0,3,0,2,5,2,0
prot_004958,171,118,246,197,180,85,92,39,17,8,6,0,1,0,0,0,0,9,10,0,0
prot_004959,56,46,82,84,88,60,126,108,117,56,31,4,0,1,1,3,1,0,7,14,3
prot_004960,114,40,34,7,1,0,0,0,1,1,0,0,5,3,0,0,0,9,5,18,0
prot_004961,114,36,35,8,6,1,4,0,0,2,0,0,0,9,0,0,1,0,15,3,0
prot_004962,55,40,88,71,84,61,71,55,22,20,17,7,0,0,4,0,0,2,0,0,0
prot_004963,64,49,51,30,7,5,2,0,0,0,2,0,0,0,1,1,0,0,11,13,0
prot_004964,75,62,59,35,21,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6
prot_004965,61,3,0,0,2,0,0,0,0,0,0,1,0,2,1,2,0,0,17,11,9
prot_004966,81,68,89,88,63,33,23,15,4,0,0,0,1,3,1,3,1,11,4,0,0
prot_004967,96,66,138,110,143,63,113,79,33,39,27,19,10,8,4,1,5,8,0,0,10
prot_004968,55,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,6,3
prot_004969,104,84,152,135,160,115,208,160,82,51,7,2,1,3,1,0,3,0,3,4,6
prot_004970,123,108,171,169,182,105,224,232,199,258,198,118,46,33,9,7,0,0,0,10,11
prot_004971,88,8,10,1,1,1,0,0,0,0,0,1,0,1,0,4,0,0,6,0,0
prot_004972,105,96,120,70,54,17,9,2,0,0,0,0,0,0,0,0,0,0,0,13,0
prot_004973,68,62,104,96,104,77,143,152,129,173,202,257,244,337,449,576,654,468,430,386,184
prot_004974,23,18,26,23,33,31,38,57,34,29,13,1,0,0,0,1,0,0,0,5,3
prot_004975,106,82,154,131,153,91,162,119,97,69,46,38,14,10,1,7,1,7,0,0,0
prot_004976,107,78,130,147,125,51,36,15,0,0,0,0,0,0,0,2,9,0,4,2,0
prot_004977,91,49,62,37,30,10,7,4,1,0,1,1,1,0,3,0,0,7,0,11,2
prot_004978,125,107,168,141,192,103,215,255,223,279,371,447,406,398,424,287,163,58,40,7,0
prot_004979,65,56,102,86,108,68,119,126,137,185,187,264,230,319,428,581,604,761,994,1586,1399
prot_004980,104,78,141,131,140,97,212,189,219,266,328,395,394,519,660,739,687,432,262,145,45
prot_004981,128,88,104,60,26,8,12,2,0,1,0,2,0,0,0,0,0,15,12,0,27
prot_004982,101,72,115,71,55,12,9,4,0,1,0,4,3,0,0,0,9,1,0,1,0
prot_004983,138,59,52,14,11,6,2,0,5,0,2,1,4,6,0,8,0,12,0,6,7
prot_004984,152,120,181,111,65,9,18,0,0,0,5,0,2,0,0,7,1,35,7,0,0
prot_004985,45,35,50,41,44,24,35,20,10,6,2,3,1,3,0,0,0,0,0,4,4
prot_004986,97,87,127,117,140,104,195,191,167,197,193,194,112,52,41,35,15,10,1,0,15
prot_004987,65,32,38,13,6,7,2,1,0,0,1,4,0,1,0,0,1,3,7,0,16
prot_004988,37,28,55,41,55,36,70,64,94,92,101,141,142,168,185,157,90,43,18,0,0
prot_004989,80,11,13,4,1,0,0,0,1,0,2,0,0,0,3,0,0,0,1,15,0
prot_004990,162,5,1,0,0,0,0,0,2,2,0,1,0,0,3,13,19,10,17,10,0
prot_004991,78,70,85,107,109,92,135,181,170,196,228,312,253,295,313,267,119,43,21,7,12
prot_004992,46,38,55,48,58,51,99,98,103,82,104,67,32,13,8,0,0,4,0,0,0
prot_004993,46,36,55,49,60,40,43,25,10,8,2,3,5,0,5,2,3,0,0,7,0
prot_004994,93,88,125,138,158,85,206,196,158,128,86,54,8,6,0,5,0,0,0,0,6
prot_004995,47,25,28,6,7,0,0,1,0,0,0,0,0,0,3,0,0,0,0,9,0
prot_004996,33,14,16,5,6,1,3,1,0,2,0,0,0,0,0,0,0,2,1,6,0
prot_004997,33,19,42,38,66,37,39,13,12,3,6,0,1,0,0,0,2,0,2,0,0
prot_004998,88,66,103,96,81,29,17,9,2,0,4,3,0,0,6,0,0,1,0,14,2
prot_004999,118,103,174,158,155,128,236,186,123,42,17,12,3,0,0,7,0,0,0,0,6
prot_005000,46,35,38,19,5,2,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0
prot_005001,104,86,153,129,163,106,204,206,214,264,254,186,107,57,27,14,1,7,22,0,5
prot_005002,113,85,149,130,191,151,222,214,233,275,317,373,241,167,71,57,9,7,0,3,0
prot_005003,50,19,22,10,11,3,3,0,0,0,0,1,2,0,1,0,0,6,1,7,12
prot_005004,61,7,7,0,2,0,1,0,0,0,0,1,1,0,0,0,0,6,1,2,12
prot_005005,55,52,67,78,67,44,81,69,47,54,27,26,7,4,3,1,3,0,0,3,0
prot_005006,99,90,131,134,164,111,232,181,204,206,183,91,16,11,9,0,2,0,0,0,18
prot_005007,58,50,70,73,90,57,103,113,107,97,93,69,21,10,3,3,0,0,0,13,0
prot_005008,43,43,62,47,77,45,94,117,94,106,116,187,145,135,161,125,61,45,26,14,23
prot_005009,99,67,136,109,130,55,76,30,12,10,1,3,0,0,0,0,0,0,0,13,5
prot_005010,122,77,93,38,28,3,2,3,0,1,0,0,0,0,9,0,5,0,0,0,0
prot_005011,89,74,132,115,126,79,139,79,45,24,11,7,3,1,1,2,0,0,13,2,0
prot_005012,118,72,88,28,28,10,16,1,0,2,1,5,0,0,0,0,5,0,4,0,1
prot_005013,110,88,169,145,162,129,207,245,199,289,321,384,414,516,667,926,1160,1232,1513,2301,2055
prot_005014,80,36,44,19,6,2,1,0,0,1,0,0,0,0,2,0,5,2,0,16,10
prot_005015,61,46,79,57,65,26,21,9,8,4,0,0,0,1,0,0,0,3,1,1,0
prot_005016,49,46,73,60,77,55,72,47,17,12,7,8,4,1,0,0,0,0,0,2,2
prot_005017,44,41,51,54,64,35,55,27,17,5,3,0,0,1,0,0,1,0,0,3,0
prot_005018,109,99,147,129,155,126,200,182,124,63,25,10,3,3,1,0,9,0,7,0,0
prot_005019,55,32,68,79,80,24,19,6,3,0,0,0,0,1,1,0,0,0,0,3,0
prot_005020,42,31,67,65,66,46,98,102,96,123,123,148,133,97,51,21,8,0,3,3,3
prot_005021,116,122,176,173,185,128,217,206,243,286,245,184,58,25,9,1,0,10,0,0,4
prot_005022,77,61,93,96,132,83,139,154,141,214,201,197,141,63,36,9,5,6,2,0,0
prot_005023,105,91,135,135,151,118,204,178,99,55,18,7,1,0,4,8,1,6,0,0,0
prot_005024,59,41,85,78,107,71,131,122,117,115,142,86,54,30,11,2,0,1,5,0,9
prot_005025,56,37,80,63,91,68,118,111,113,137,142,152,129,122,96,80,36,15,13,14,13
prot_005026,105,81,141,120,120,35,13,2,0,0,0,3,0,2,4,0,0,0,0,0,2
prot_005027,86,68,131,71,70,24,22,11,4,0,0,0,0,0,5,0,5,0,0,13,0
prot_005028,71,52,106,85,91,81,119,123,70,35,13,3,0,0,0,0,4,0,0,0,3
prot_005029,116,9,4,4,0,1,0,0,2,0,0,0,1,0,0,3,8,0,12,0,2
prot_005030,109,3,2,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,8,0,6
prot_005031,103,100,157,124,149,83,218,206,218,249,303,409,389,479,648,910,1067,1106,1585,2526,2156
prot_005032,66,6,1,1,0,0,1,0,2,1,0,0,0,1,3,0,0,0,3,0,6
prot_005033,58,43,84,73,81,64,107,97,79,44,26,16,4,0,3,3,1,5,0,6,10
prot_005034,113,90,167,141,179,124,196,237,196,172,123,64,24,9,10,9,0,0,0,10,0
prot_005035,27,13,13,7,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3
prot_005036,49,49,64,62,86,40,108,103,96,152,143,207,194,240,302,442,505,458,536,704,496
prot_005037,80,28,45,13,9,0,2,0,0,0,0,0,0,2,2,2,0,0,5,0,0
prot_005038,59,44,64,97,106,51,119,124,124,133,166,215,150,111,42,14,3,0,6,0,0
prot_005039,70,46,101,100,111,78,150,122,102,70,14,5,0,0,5,0,0,3,0,21,0
prot_005040,89,60,61,31,12,11,3,0,1,0,0,0,2,0,0,5,1,0,2,0,0
prot_005041,67,21,20,13,7,0,2,1,0,1,2,0,0,0,0,0,3,0,2,0,0
prot_005042,115,86,146,98,124,57,71,43,21,15,1,6,2,4,0,0,0,6,0,0,5
prot_005043,114,85,122,108,115,37,28,4,0,0,4,1,5,2,0,5,9,2,20,0,0
prot_005044,63,38,56,27,14,5,1,0,3,0,1,4,0,0,0,0,0,0,0,0,16
prot_005045,49,33,62,64,70,44,98,98,112,117,148,158,172,246,326,430,436,430,342,389,130
prot_005046,91,66,80,50,40,11,7,9,6,0,2,0,0,1,1,0,6,0,0,17,18
prot_005047,188,162,258,235,292,172,327,415,371,464,593,747,702,809,1133,1504,1522,1148,1044,900,365
prot_005048,58,26,16,11,1,1,0,0,1,0,0,0,0,0,1,3,0,0,4,10,0
prot_005049,162,137,219,241,271,162,315,298,328,425,469,653,636,725,952,1327,1132,647,435,254,81
prot_005050,38,16,34,23,16,8,5,5,1,0,1,0,0,1,2,0,5,4,2,14,0
prot_005051,61,59,68,75,68,33,49,19,10,2,0,0,0,0,0,1,0,2,0,0,0
prot_005052,58,50,86,63,79,59,111,113,109,132,140,138,80,81,61,62,19,22,11,20,5
prot_005053,87,23,15,3,1,0,0,0,0,0,0,0,0,2,0,8,0,0,0,6,26
prot_005054,79,60,119,109,128,81,179,136,143,192,212,272,227,294,192,118,61,15,28,21,0
prot_005055,118,100,138,80,78,29,24,3,4,1,0,0,0,6,1,0,3,0,3,1,15
prot_005056,58,48,77,68,86,59,86,70,43,14,12,1,2,0,3,0,0,2,0,0,0
prot_005057,78,76,104,86,136,84,147,141,89,66,38,12,4,3,0,0,2,0,0,0,10
prot_005058,80,57,119,107,122,83,148,129,76,31,14,1,0,2,0,1,2,2,6,0,0
prot_005059,178,9,12,2,2,0,2,0,7,2,0,0,7,0,0,5,0,5,23,0,0
prot_005060,42,19,14,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
prot_005061,64,33,20,18,6,5,4,3,1,0,0,2,0,6,1,7,0,0,5,2,0
prot_005062,55,45,35,50,27,16,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0
prot_005063,118,44,13,4,4,1,0,0,0,2,0,3,0,0,4,0,0,8,7,1,11
prot_005064,53,49,78,56,86,64,94,111,121,121,166,214,188,221,308,485,493,434,435,405,216
prot_005065,175,147,259,209,275,186,244,163,103,61,20,15,0,0,5,0,0,0,0,0,6
prot_005066,72,58,106,89,114,85,158,130,124,157,188,211,147,107,102,52,37,8,22,7,0
prot_005067,87,59,110,93,108,71,110,96,66,36,34,26,14,4,8,0,5,0,1,16,0
prot_005068,99,88,103,74,55,12,9,6,3,0,0,0,0,0,1,0,8,0,6,0,0
prot_005069,72,69,113,107,94,60,113,70,52,31,7,4,2,3,2,0,0,10,6,0,7
prot_005070,89,84,105,91,53,20,24,11,0,2,0,3,0,0,0,2,0,4,0,15,0
prot_005071,86,79,103,81,111,59,97,60,33,18,13,12,4,0,0,0,0,6,22,6,14
prot_005072,95,78,104,118,143,67,130,80,24,20,5,2,0,6,0,2,0,0,11,7,0
prot_005073,58,48,61,67,82,54,92,77,41,18,17,4,2,0,0,0,1,0,5,0,0
prot_005074,48,39,58,56,77,52,113,95,116,132,146,198,190,242,322,407,454,524,739,930,787
prot_005075,102,66,99,72,40,9,7,6,0,3,0,0,2,0,0,0,12,0,0,31,0
prot_005076,73,56,89,105,119,65,130,95,69,53,36,16,0,3,5,2,1,0,1,0,18
prot_005077,28,11,9,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
prot_005078,59,49,71,64,60,23,14,5,8,2,1,0,0,0,0,0,2,2,3,0,0
prot_005079,128,114,180,149,184,153,256,278,285,289,380,471,465,445,475,433,266,158,76,60,35
prot_005080,65,33,17,11,8,4,1,0,0,0,4,0,2,1,4,3,0,0,4,5,0
prot_005081,69,54,87,102,117,69,140,99,72,48,16,3,0,1,5,0,0,0,0,0,0
prot_005082,55,34,84,53,82,51,85,60,33,42,22,14,8,3,2,0,0,0,0,2,0
prot_005083,64,5,3,2,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0
prot_005084,51,47,66,63,91,43,112,103,88,134,184,190,162,133,84,23,8,3,3,3,0
prot_005085,101,71,131,141,142,85,166,132,77,67,30,27,10,2,4,0,0,1,0,0,0
prot_005086,70,66,100,92,97,71,140,155,134,154,161,123,51,22,15,1,0,0,0,0,13
prot_005087,72,73,100,89,77,35,30,7,2,2,2,0,2,0,6,8,0,2,0,0,0
prot_005088,55,46,74,54,83,59,108,115,102,128,179,220,188,235,354,465,455,405,283,264,97
prot_005089,145,100,179,117,93,49,31,22,6,0,6,0,0,0,0,6,16,0,16,0,2
prot_005090,62,58,81,60,70,41,39,9,4,2,0,0,0,0,1,0,4,0,0,8,7
prot_005091,65,52,99,73,99,72,119,152,141,155,206,210,183,164,157,95,69,17,24,4,4
prot_005092,76,59,106,89,93,51,100,79,41,38,32,22,4,4,7,1,0,0,0,0,8
prot_005093,73,43,88,72,101,53,53,30,7,4,5,2,3,2,0,6,0,2,0,10,0
prot_005094,83,69,120,86,106,94,155,179,176,232,234,303,312,389,492,677,549,349,194,125,47
prot_005095,120,93,181,148,207,128,199,160,118,51,37,18,1,0,6,4,3,0,12,0,0
prot_005096,111,95,181,146,189,116,239,218,247,263,326,407,320,352,357,271,148,75,55,24,12
prot_005097,226,183,294,257,330,211,418,424,453,487,528,521,307,169,128,69,12,0,0,0,11
prot_005098,38,29,48,44,67,34,71,69,92,106,92,117,74,38,31,14,5,4,0,3,1
prot_005099,80,68,102,89,125,88,161,149,159,166,249,289,295,338,425,477,294,166,77,23,35
prot_005100,66,54,100,84,106,63,142,126,135,153,174,171,142,92,78,63,40,8,3,0,8
prot_005101,155,126,182,128,54,12,10,0,0,0,5,1,2,0,6,0,0,8,0,68,0
prot_005102,75,4,1,4,1,0,4,0,2,0,0,2,0,0,0,1,10,0,0,4,0
prot_005103,33,30,46,42,50,29,66,59,43,35,11,8,3,4,0,0,0,0,5,8,1
prot_005104,91,72,108,119,159,108,136,170,200,257,258,325,345,465,562,763,892,803,902,979,496
prot_005105,94,72,136,120,138,74,152,108,54,29,14,9,2,1,1,0,5,7,0,0,7
prot_005106,111,37,37,10,5,2,0,0,0,0,0,0,0,2,0,15,3,0,0,4,26
prot_005107,65,57,77,47,54,5,9,4,5,2,1,0,1,0,0,0,5,0,0,1,0
prot_005108,99,80,156,123,151,97,184,165,160,182,127,115,48,37,22,21,9,12,5,0,0
prot_005109,57,50,79,76,88,54,111,112,108,165,158,217,243,254,339,522,584,648,763,1338,1122
prot_005110,59,21,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4
prot_005111,75,53,80,90,117,78,163,152,132,111,86,55,9,20,12,0,0,0,9,0,0
prot_005112,89,73,118,124,154,81,156,158,161,222,175,126,30,15,6,4,1,0,3,0,0
prot_005113,129,116,199,169,224,136,252,272,280,321,367,527,434,508,416,312,139,36,4,34,14
prot_005114,77,14,7,1,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3
prot_005115,104,77,144,115,147,118,203,192,202,267,319,431,368,482,689,892,923,743,600,473,186
prot_005116,44,38,54,65,69,54,100,88,79,52,37,24,5,4,1,3,0,3,3,3,0
prot_005117,132,108,191,173,197,145,273,246,238,277,219,135,40,31,12,5,0,0,10,4,0
prot_005118,48,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
prot_005119,111,74,143,135,178,68,81,28,20,0,0,0,0,0,0,5,0,0,0,20,0
prot_005120,85,79,111,85,138,83,172,140,190,202,236,299,280,253,254,164,138,64,57,23,19
prot_005121,88,68,111,84,95,40,64,34,17,10,7,0,5,4,0,7,0,0,0,0,6
prot_005122,99,83,131,98,134,81,85,14,10,4,0,0,0,2,2,1,0,0,0,0,0
prot_005123,37,30,48,34,61,33,69,74,57,66,55,61,25,11,14,0,5,0,3,1,4
prot_005124,65,53,102,76,101,54,77,21,12,3,0,0,2,0,1,0,2,0,0,1,6
prot_005125,104,9,1,1,1,0,0,0,0,0,2,3,0,1,0,0,0,2,0,0,0
prot_005126,146,135,162,156,226,86,57,18,4,7,2,0,0,4,0,0,0,5,15,9,0
prot_005127,72,31,51,18,6,1,3,0,0,1,4,0,0,0,0,0,2,0,0,7,16
prot_005128,27,27,34,27,43,28,55,53,56,76,86,97,95,125,189,252,261,299,322,377,234
prot_005129,74,64,110,76,112,66,156,164,159,180,225,291,293,379,458,653,773,820,1121,1722,1528
prot_005130,80,51,74,57,26,3,2,0,0,1,1,2,0,0,0,3,0,3,5,9,0
prot_005131,126,52,57,39,20,11,12,4,2,4,1,3,0,0,0,7,0,6,0,0,0
prot_005132,86,58,45,20,7,2,0,0,1,0,0,1,0,0,0,0,4,6,0,7,1
prot_005133,48,42,65,68,73,33,66,31,23,9,2,1,0,0,0,0,1,0,2,1,3
prot_005134,123,95,160,144,187,118,260,246,229,301,319,466,388,554,627,687,496,278,220,112,66
prot_005135,107,83,147,133,165,116,164,113,62,37,13,13,3,2,0,4,1,0,1,24,5
prot_005136,55,5,1,1,1,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0
prot_005137,108,5,5,0,1,0,0,0,0,1,0,0,4,4,0,0,0,0,8,0,0
prot_005138,50,37,36,6,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0
prot_005139,70,52,77,80,96,68,156,137,152,168,188,159,79,43,20,0,2,0,2,0,0
prot_005140,67,51,84,103,106,66,117,135,152,123,96,77,27,20,10,0,1,0,12,2,0
prot_005141,72,76,93,108,108,79,146,161,113,136,125,100,42,16,15,7,7,0,2,0,1
prot_005142,140,119,165,119,67,29,8,2,2,2,0,5,1,0,10,0,0,0,0,0,0
prot_005143,42,28,58,56,63,46,73,93,95,106,103,191,153,180,284,411,426,512,532,994,836
prot_005144,122,81,160,124,98,47,27,8,6,2,0,0,1,1,10,2,3,0,6,0,1
prot_005145,75,58,76,89,123,72,158,164,148,184,228,279,193,167,99,45,21,9,9,12,8
prot_005146,80,61,114,111,124,73,160,170,154,199,209,318,331,418,518,706,757,768,755,778,347
prot_005147,78,50,115,91,114,64,87,61,19,5,5,2,0,5,2,0,0,6,13,0,0
prot_005148,56,40,77,57,100,61,105,107,78,150,154,235,208,267,334,373,271,138,121,72,23
prot_005149,38,28,35,28,20,9,7,5,0,0,1,1,0,0,0,0,0,0,1,0,12
prot_005150,57,41,75,95,90,59,107,102,95,87,59,34,10,7,0,0,0,0,18,0,9
prot_005151,49,7,2,1,2,1,1,0,0,0,0,0,0,0,0,3,0,1,6,11,1
prot_005152,34,32,52,42,47,32,40,14,6,1,0,1,0,1,0,5,0,0,3,2,0
prot_005153,53,33,40,20,31,10,12,3,4,4,0,3,1,1,3,0,2,0,0,0,0
prot_005154,133,14,5,3,0,1,1,3,0,0,0,0,0,7,4,0,8,0,0,13,11
prot_005155,44,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
prot_005156,60,43,80,66,64,21,22,18,3,0,1,0,1,0,0,0,0,0,0,3,2
prot_005157,117,86,156,132,168,125,218,229,174,137,95,43,16,0,0,4,12,0,1,0,27
prot_005158,98,79,132,116,140,107,144,101,63,21,10,6,0,0,3,0,0,0,0,0,0
prot_005159,57,48,70,52,24,4,6,1,0,1,0,0,1,0,4,0,0,0,0,7,0
prot_005160,63,56,80,94,94,49,121,137,115,158,185,231,217,315,349,430,315,163,107,53,19
prot_005161,76,59,82,95,117,43,135,164,145,198,256,307,277,381,397,416,283,117,57,34,0
prot_005162,167,32,32,11,2,0,0,1,0,0,1,0,0,3,4,0,10,0,7,0,0
prot_005163,95,92,117,108,148,72,132,89,43,29,14,6,2,0,5,0,0,5,16,9,0
prot_005164,105,74,144,153,178,104,210,225,204,285,271,255,161,126,57,41,10,14,14,24,12
prot_005165,197,163,252,234,308,183,398,368,389,477,604,633,402,255,180,77,33,13,27,0,21
prot_005166,80,69,99,96,86,42,36,29,26,5,4,0,5,0,0,0,0,6,0,10,0
prot_005167,139,98,211,176,229,144,271,289,275,314,309,184,74,23,11,1,0,0,6,0,0
prot_005168,80,25,16,3,7,1,1,0,0,0,0,4,0,1,2,2,0,2,0,0,3
prot_005169,89,81,115,72,80,18,23,6,3,0,0,0,0,0,0,0,10,0,0,0,0
prot_005170,54,42,75,66,87,68,128,117,124,147,177,189,175,217,305,343,255,133,155,112,46
